time,output,input
0.001,0.00014175000000000003,0.0
0.002,0.0005670000000000001,0.0
0.003,0.0012757500000000004,0.0
0.004,0.002268000000000001,0.0
0.005,0.0035437500000000013,0.0
0.006,0.005103000000000002,0.0
0.007,0.006945750000000002,0.0
0.008,0.009072000000000004,0.0
0.009000000000000001,0.011481750000000004,0.0
0.010000000000000002,0.014175000000000005,0.0
0.011000000000000003,0.017151750000000007,0.0
0.012000000000000004,0.020412000000000007,0.0
0.013000000000000005,0.02395575000000001,0.0
0.014000000000000005,0.02778300000000001,0.0
0.015000000000000006,0.03189375000000001,0.0
0.016000000000000007,0.036288000000000015,0.0
0.017000000000000008,0.040965750000000016,0.0
0.01800000000000001,0.045927000000000016,0.0
0.01900000000000001,0.051171750000000016,0.0
0.02000000000000001,0.056700000000000014,0.0
0.02100000000000001,0.06243819277500001,0.0
0.022000000000000013,0.06831277110000002,0.0
0.023000000000000013,0.07432373497500001,0.0
0.024000000000000014,0.08047108440000002,0.0
0.025000000000000015,0.08675481937500001,0.0
0.026000000000000016,0.09317493990000002,0.0
0.027000000000000017,0.09973144597500001,0.0
0.028000000000000018,0.10642433760000002,0.0
0.02900000000000002,0.11325361477500001,0.0
0.03000000000000002,0.12021927750000001,0.0
0.03100000000000002,0.12732132577500002,0.0
0.03200000000000002,0.13455975960000002,0.0
0.03300000000000002,0.14193457897500003,0.0
0.03400000000000002,0.14944578390000002,0.0
0.035000000000000024,0.157093374375,0.0
0.036000000000000025,0.1648773504,0.0
0.037000000000000026,0.17279771197500002,0.0
0.03800000000000003,0.18085445910000003,0.0
0.03900000000000003,0.18904759177500002,0.0
0.04000000000000003,0.19737711000000002,0.0
0.04100000000000003,0.20579408027865753,0.0
0.04200000000000003,0.21424956911463003,0.0
0.04300000000000003,0.22274357650791754,0.0
0.04400000000000003,0.23127610245852004,0.0
0.04500000000000003,0.23984714696643752,0.0
0.046000000000000034,0.24845671003167002,0.0
0.047000000000000035,0.2571047916542175,0.0
0.048000000000000036,0.26579139183408,0.0
0.04900000000000004,0.27451651057125753,0.0
0.05000000000000004,0.28328014786575,0.0
0.05100000000000004,0.2920823037175575,0.0
0.05200000000000004,0.30092297812668,0.0
0.05300000000000004,0.3098021710931175,0.0
0.05400000000000004,0.31871988261686995,0.0
0.05500000000000004,0.32767611269793745,0.0
0.05600000000000004,0.33667086133631996,0.0
0.057000000000000044,0.34570412853201743,0.0
0.058000000000000045,0.3547759142850299,0.0
0.059000000000000045,0.3638862185953574,0.0
0.060000000000000046,0.37303504146299993,0.0
0.06100000000000005,0.38219225380566973,0.0
0.06200000000000005,0.39132772654107917,0.0
0.06300000000000004,0.40044145966922823,0.0
0.06400000000000004,0.40953345319011697,0.0
0.06500000000000004,0.41860370710374534,0.0
0.06600000000000004,0.42765222141011333,0.0
0.06700000000000005,0.43667899610922095,0.0
0.06800000000000005,0.44568403120106825,0.0
0.06900000000000005,0.4546673266856552,0.0
0.07000000000000005,0.46362888256298174,0.0
0.07100000000000005,0.4725686988330479,0.0
0.07200000000000005,0.4814867754958537,0.0
0.07300000000000005,0.4903831125513992,0.0
0.07400000000000005,0.49925770999968433,0.0
0.07500000000000005,0.5081105678407091,0.0
0.07600000000000005,0.5169416860744734,0.0
0.07700000000000005,0.5257510647009774,0.0
0.07800000000000006,0.534538703720221,0.0
0.07900000000000006,0.5433046031322044,0.0
0.08000000000000006,0.5520487629369274,0.0
0.08100000000000006,0.5607547443994908,0.0
0.08200000000000006,0.5694061087849955,0.0
0.08300000000000006,0.5780028560934417,0.0
0.08400000000000006,0.5865449863248292,0.0
0.08500000000000006,0.595032499479158,0.0
0.08600000000000006,0.6034653955564282,0.0
0.08700000000000006,0.6118436745566397,0.0
0.08800000000000006,0.6201673364797925,0.0
0.08900000000000007,0.6284363813258866,0.0
0.09000000000000007,0.6366508090949221,0.0
0.09100000000000007,0.644810619786899,0.0
0.09200000000000007,0.6529158134018173,0.0
0.09300000000000007,0.6609663899396768,0.0
0.09400000000000007,0.6689623494004777,0.0
0.09500000000000007,0.6769036917842199,0.0
0.09600000000000007,0.6847904170909035,0.0
0.09700000000000007,0.6926225253205284,0.0
0.09800000000000007,0.7004000164730947,0.0
0.09900000000000007,0.7081228905486023,0.0
0.10000000000000007,0.7157911475470513,0.0
0.10100000000000008,0.7233978071101743,0.0
0.10200000000000008,0.7309358888797041,0.0
0.10300000000000008,0.7384053928556406,0.0
0.10400000000000008,0.7458063190379838,0.0
0.10500000000000008,0.7531386674267337,0.0
0.10600000000000008,0.7604024380218904,0.0
0.10700000000000008,0.7675976308234539,0.0
0.10800000000000008,0.7747242458314241,0.0
0.10900000000000008,0.781782283045801,0.0
0.11000000000000008,0.7887717424665847,0.0
0.11100000000000008,0.7956926240937751,0.0
0.11200000000000009,0.8025449279273722,0.0
0.11300000000000009,0.8093286539673761,0.0
0.11400000000000009,0.8160438022137867,0.0
0.11500000000000009,0.822690372666604,0.0
0.11600000000000009,0.8292683653258281,0.0
0.11700000000000009,0.835777780191459,0.0
0.11800000000000009,0.8422186172634966,0.0
0.11900000000000009,0.8485908765419409,0.0
0.12000000000000009,0.8548945580267919,0.0
0.1210000000000001,0.8611288107904694,0.0
0.1220000000000001,0.8672927839053931,0.0
0.1230000000000001,0.8733864773715629,0.0
0.1240000000000001,0.8794098911889788,0.0
0.12500000000000008,0.8853630253576409,0.0
0.12600000000000008,0.891245879877549,0.0
0.12700000000000009,0.8970584547487033,0.0
0.12800000000000009,0.9028007499711037,0.0
0.1290000000000001,0.9084727655447502,0.0
0.1300000000000001,0.9140745014696429,0.0
0.1310000000000001,0.9196059577457817,0.0
0.1320000000000001,0.9250671343731666,0.0
0.1330000000000001,0.9304580313517976,0.0
0.1340000000000001,0.9357786486816748,0.0
0.1350000000000001,0.9410289863627981,0.0
0.1360000000000001,0.9462090443951675,0.0
0.1370000000000001,0.951318822778783,0.0
0.1380000000000001,0.9563583215136446,0.0
0.1390000000000001,0.9613275405997525,0.0
0.1400000000000001,0.9662264800371063,0.0
0.1410000000000001,0.9710579209926083,0.0
0.1420000000000001,0.9758246446331605,0.0
0.1430000000000001,0.9805266509587629,0.0
0.1440000000000001,0.9851639399694154,0.0
0.1450000000000001,0.9897365116651181,0.0
0.1460000000000001,0.994244366045871,0.0
0.1470000000000001,0.998687503111674,0.0
0.1480000000000001,1.0030659228625272,0.0
0.1490000000000001,1.0073796252984306,0.0
0.1500000000000001,1.0116286104193841,0.0
0.1510000000000001,1.015812878225388,0.0
0.1520000000000001,1.0199324287164417,0.0
0.1530000000000001,1.0239872618925459,0.0
0.1540000000000001,1.0279773777537,0.0
0.1550000000000001,1.0319027762999045,0.0
0.1560000000000001,1.035763457531159,0.0
0.1570000000000001,1.0395594214474637,0.0
0.1580000000000001,1.0432906680488185,0.0
0.1590000000000001,1.0469571973352236,0.0
0.16000000000000011,1.0505590093066788,0.0
0.16100000000000012,1.0541007331461496,0.0
0.16200000000000012,1.0575869980366013,0.0
0.16300000000000012,1.0610178039780338,0.0
0.16400000000000012,1.0643931509704472,0.0
0.16500000000000012,1.0677130390138414,0.0
0.16600000000000012,1.0709774681082165,0.0
